Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
29-Sep-1922,1922.0,Unprovoked,BARBADOS,Lucy,Fishing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='29-Sep-1922'>"
29-Oct-1922,1922.0,Invalid,AUSTRALIA,New South Wales,Sailing,M,FATAL,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='29-Oct-1922'>"
28-Sep-1922,1922.0,Unprovoked,USA,Hawaii,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,Survived,N,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='28-Sep-1922'>"
Reported 26-Sep-1922,1922.0,Unprovoked,ENGLAND,East Yorkshire,Swimming ,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1922'>","<re.Match object; span=(9, 20), match='26-Sep-1922'>"
Reported 21-Sep-1922,1922.0,Boating,USA,Massachusetts,Fishing,,NO INJURY,N,"""A pack of 6 sharks""","<re.Match object; span=(16, 20), match='1922'>","<re.Match object; span=(9, 20), match='21-Sep-1922'>"
19-Jul-1922,1922.0,Unprovoked,USA,Florida,,M,leg,N,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='19-Jul-1922'>"
17-Jun-1922,1922.0,Unprovoked,USA,Florida,Floating,F,thigh,Y,1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='17-Jun-1922'>"
06-May-1922,1922.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,thigh,N,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ","<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='06-May-1922'>"
26-Apr-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='26-Apr-1922'>"
20-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Fishing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='20-Mar-1922'>"
13-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Standing,F,leg,Y,2.7 m [9'] shark later captured by Mitchell-Hedges,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='13-Mar-1922'>"
02-Mar-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Bathing in knee-deep water,M,thigh,Y,"White shark, 2.4 m [8'] ","<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='02-Mar-1922'>"
Reported 02-Feb-1922,1922.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,body,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(16, 20), match='1922'>","<re.Match object; span=(9, 20), match='02-Feb-1922'>"
04-Feb-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,FATAL,Y,White shark,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='04-Feb-1922'>"
Reported 28-Jan-1922,1922.0,Unprovoked,IRAQ,,Bathing,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1922'>","<re.Match object; span=(9, 20), match='28-Jan-1922'>"
15-Jan-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='15-Jan-1922'>"
13-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Standing,M,thigh,N,Grey nurse shark?,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='13-Jan-1922'>"
04-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='04-Jan-1922'>"
11-Dec-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,Survived,N,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='11-Dec-1921'>"
27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Fell from his father's back into the water,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='27-Nov-1921'>"
27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,"Wading to dinghy, carrying his son",M,arm,N,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='27-Nov-1921'>"
Reported 15-Nov-1921,1921.0,Unprovoked,FIJI,Viti Levu Island,Swimming,,FATAL,Y,,"<re.Match object; span=(16, 20), match='1921'>","<re.Match object; span=(9, 20), match='15-Nov-1921'>"
12-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer ,M,arm,N,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='12-Oct-1921'>"
04-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer,M,thigh,Y,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='04-Oct-1921'>"
Reported 29-Aug-1929,1921.0,Unprovoked,AUSTRALIA,Torres Strait,,M,arm,N,,"<re.Match object; span=(16, 20), match='1929'>","<re.Match object; span=(9, 20), match='29-Aug-1929'>"
28-Aug-1921,1921.0,Unprovoked,PHILIPPINES,Luzon Island,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='28-Aug-1921'>"
21-Jul-1921,1921.0,Unprovoked,CUBA,,Fell overboard,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='21-Jul-1921'>"
Reported 11-Jan-1921,1921.0,Invalid,PHILIPPINES,"Cavite Province, Luzon",,,Buttons & shoes found in shark caught in fish trap,,Questionable,"<re.Match object; span=(16, 20), match='1921'>","<re.Match object; span=(9, 20), match='11-Jan-1921'>"
29-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Wading,M,leg,N,4' to 5' shark,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='29-Nov-1920'>"
22-Aug-1921,1921.0,Unprovoked,HAITI,Cape Haitien,Dived into a school of baitfish,M,thigh,Y,Comrades saw shark's tail appear about 5' away,"<re.Match object; span=(7, 11), match='1921'>","<re.Match object; span=(0, 11), match='22-Aug-1921'>"
22-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Standing,M,leg,N,"15* to 24"" dog shark","<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='22-Nov-1920'>"
04-Nov-1920,1920.0,Sea Disaster,PHILIPPINES,Leyte,The coastwise steamer San Basilio capsized in a typhoon,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='04-Nov-1920'>"
14-Jul-1920,1920.0,Invalid,USA,New York,Swimming ,M,body,,Questionable,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='14-Jul-1920'>"
Reported 06-Jul-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus shell,M,arm,N,,"<re.Match object; span=(16, 20), match='1920'>","<re.Match object; span=(9, 20), match='06-Jul-1920'>"
29-Jun-1920,1920.0,Unprovoked,USA,Florida,Swimming ,M,leg,N,,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='29-Jun-1920'>"
27-Jun-1920,1920.0,Provoked,CANADA,Halifax,Harpooned shark,,hand,N,15',"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='27-Jun-1920'>"
08-Mar-1920,1920.0,Unprovoked,AUSTRALIA,Queensland,"Boat capsized, swimming to shore",M,"Tossed in air by shark, sustained abrasions",N,,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='08-Mar-1920'>"
Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,foot,N,,"<re.Match object; span=(16, 20), match='1920'>","<re.Match object; span=(9, 20), match='24-Jan-1920'>"
03-Feb-1920,1920.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating face down,F,body,N,,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='03-Feb-1920'>"
Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,Free diving,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1920'>","<re.Match object; span=(9, 20), match='24-Jan-1920'>"
15-Jan-1920,1920.0,Unprovoked,AUSTRALIA,New South Wales,Swimming ,M,leg,Y,,"<re.Match object; span=(7, 11), match='1920'>","<re.Match object; span=(0, 11), match='15-Jan-1920'>"
Reported 30-Dec-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,leg,N,,"<re.Match object; span=(16, 20), match='1919'>","<re.Match object; span=(9, 20), match='30-Dec-1919'>"
07-Dec-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,leg,Y,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='07-Dec-1919'>"
18-Nov-1919,1919.0,Unprovoked,AUSTRALIA,Northern Territory,Sitting in a boat,M,lacerations,N,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='18-Nov-1919'>"
12-Sep-1919,1919.0,Unprovoked,COSTA RICA,Turtle Bogue,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='12-Sep-1919'>"
10-Aug-1919,1919.0,Unprovoked,USA,Florida,Swimming,M,thigh,N,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='10-Aug-1919'>"
29-May-1919,1919.0,Unprovoked,USA,South Carolina,"""Swimming vigorously""",M,foot,N,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='29-May-1919'>"
06-Apr-1919,1919.0,Unprovoked,USA,Florida,Knocked into the water,M,FATAL,Y,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum","<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='06-Apr-1919'>"
16-Mar-1919,1919.0,Invalid,AUSTRALIA,New South Wales,Cutter capsized,M,Shark involvement not confirmed,UNKNOWN,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='16-Mar-1919'>"
17-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,leg,N,3.7 m to 4.3 m [12' to 14']  shark,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='17-Jan-1919'>"
15-Jan-1919,1919.0,Unprovoked,NEW ZEALAND,South Island,Swimming,F,leg,N,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='15-Jan-1919'>"
09-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,Wading,M,thigh,Y,12' shark,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='09-Jan-1919'>"
05-Jan-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,Wading (shrimping),M,leg,Y,,"<re.Match object; span=(7, 11), match='1919'>","<re.Match object; span=(0, 11), match='05-Jan-1919'>"
19-Sep-1918,1918.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1918'>","<re.Match object; span=(0, 11), match='19-Sep-1918'>"
22-Mar-1918,1918.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,arm,N,12' shark,"<re.Match object; span=(7, 11), match='1918'>","<re.Match object; span=(0, 11), match='22-Mar-1918'>"
15-Dec-1917,1917.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='15-Dec-1917'>"
21-Sep-1917,1917.0,Unprovoked,USA,New Jersey,"Swimming, towing an empty barrel",M,leg,N,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='21-Sep-1917'>"
09-Sep-1917,1917.0,Provoked,USA,Hawaii,Stuffing a shark into an automobile,M,arm,N,12' shark,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='09-Sep-1917'>"
18-Jul-1917,1917.0,Unprovoked,USA,Florida,Diving,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='18-Jul-1917'>"
15-Jul-1917,1917.0,Sea Disaster,IRELAND,Off Ireland,Ship Mariston torpedoed & sunk,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='15-Jul-1917'>"
03-Jun-1917,1917.0,Unprovoked,USA,South Carolina,Swimming beside launch,M,arm,N,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='03-Jun-1917'>"
31-May-1917,1917.0,Unprovoked,PHILIPPINES,Luzon Island,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1917'>","<re.Match object; span=(0, 11), match='31-May-1917'>"
Reported 05-May-1917,1917.0,Unprovoked,KUWAIT,,Diving for pearls,M,body,N,,"<re.Match object; span=(16, 20), match='1917'>","<re.Match object; span=(9, 20), match='05-May-1917'>"
30-Dec-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,leg,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='30-Dec-1916'>"
08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Taking wife to beach & about 1 m from the shore,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='08-Dec-1916'>"
08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Swimming 10 m from shore,F,leg,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='08-Dec-1916'>"
15-Nov-1916,1916.0,Provoked,PANAMA,,,M,"""Severely bitten""",N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='15-Nov-1916'>"
10-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='10-Nov-1916'>"
09-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='09-Nov-1916'>"
11-Oct-1916,1916.0,Provoked,USA,Florida,"Fishing, attempted to take a netted shark",M,leg,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='11-Oct-1916'>"
 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,Netting shrimp,M,leg,N,,"<re.Match object; span=(8, 12), match='1916'>","<re.Match object; span=(1, 12), match='24-Aug-1916'>"
26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,Fishing,M,arm,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='26-Jul-1916'>"
13-Jul-1916,1916.0,Invalid,USA,New York,Swimming,F,NO INJURY,,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='13-Jul-1916'>"
13-Jul-1916,1916.0,Unprovoked,USA,New York,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='13-Jul-1916'>"
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,Swimming,M,leg,N,Said to involve a 2.7 m [9'] shark,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='12-Jul-1916'>"
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,Swimming (recovering remains of Stilwell) ,M,thigh,Y,3 m [10'] shark,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='12-Jul-1916'>"
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,Swimming,M,leg,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='12-Jul-1916'>"
11-Jul-1916,1916.0,Sea Disaster,BAHAMAS,,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='11-Jul-1916'>"
08-Jul-1916,1916.0,Unprovoked,SPAIN,Gran Canaria,Diving,M,Survived,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='08-Jul-1916'>"
07-Jul-1916,1916.0,Unprovoked,PHILIPPINES,Luzon Island,Bathing,M,foot,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='07-Jul-1916'>"
06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,Swimming,M,FATAL,Y,Thought to involve a 2.6 m [8.5'] white shark,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='06-Jul-1916'>"
01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,Swimming,M,leg,Y,Thought to involve a 2.6 m [8.5'] white shark,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='01-Jul-1916'>"
30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='30-Jun-1916'>"
Reported 24-Jun-1916,1916.0,Unprovoked,ATLANTIC OCEAN,,Jumped overboard from Norwegian steamship Venator,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1916'>","<re.Match object; span=(9, 20), match='24-Jun-1916'>"
23-Jun-1916,1916.0,Provoked,USA,Florida,,M,leg,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='23-Jun-1916'>"
Reported 25-Apr-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1916'>","<re.Match object; span=(9, 20), match='25-Apr-1916'>"
03-Apr-1916,1916.0,Unprovoked,AUSTRALIA,Victoria,Clinging to overturned rowing boat,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='03-Apr-1916'>"
19-Mar-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,foot,N,,"<re.Match object; span=(7, 11), match='1916'>","<re.Match object; span=(0, 11), match='19-Mar-1916'>"
Reported 09-Dec-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,thigh,N,,"<re.Match object; span=(16, 20), match='1915'>","<re.Match object; span=(9, 20), match='09-Dec-1915'>"
10-Nov-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,arm,N,,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='10-Nov-1915'>"
08-Nov-1914,1915.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,foot,N,,"<re.Match object; span=(7, 11), match='1914'>","<re.Match object; span=(0, 11), match='08-Nov-1914'>"
03-Aug-1915,1915.0,Unprovoked,USA,Florida,,M,leg,N,,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='03-Aug-1915'>"
Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,Tamaulipas,Fishing,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1915'>","<re.Match object; span=(9, 20), match='06-Jul-1915'>"
Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,,Wading,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1915'>","<re.Match object; span=(9, 20), match='06-Jul-1915'>"
Reported 15-May-1915,1915.0,Invalid,EGYPT,,Fell overboard,M,Shark involvement not confirmed,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(16, 20), match='1915'>","<re.Match object; span=(9, 20), match='15-May-1915'>"
29-Mar-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait,Skin diving for trepang but at surface next to the boat,M,arm,N,3 m [10'] shark,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='29-Mar-1915'>"
06-Feb-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='06-Feb-1915'>"
13-Jan-1915,1915.0,Invalid,NEW ZEALAND,North Island,Fishing,M,DROWNED,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='13-Jan-1915'>"
01-Jan-1915,1915.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1915'>","<re.Match object; span=(0, 11), match='01-Jan-1915'>"
Reported 04-Dec-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,leg,N,,"<re.Match object; span=(16, 20), match='1914'>","<re.Match object; span=(9, 20), match='04-Dec-1914'>"
17-Oct-1914,1914.0,Sea Disaster,SAMOA,Apolima Strait,Copra vessel with 19 on board was wrecked in a squall,F,thigh,N,,"<re.Match object; span=(7, 11), match='1914'>","<re.Match object; span=(0, 11), match='17-Oct-1914'>"
Reported 26-Sep-1914,1914.0,Unprovoked,JAMAICA,Kingston Parish,Fell overboard,M,FATAL,Y,"A 20' shark known as ""Old Tom""","<re.Match object; span=(16, 20), match='1914'>","<re.Match object; span=(9, 20), match='26-Sep-1914'>"
09-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1914'>","<re.Match object; span=(0, 11), match='09-Sep-1914'>"
